text,N/S/J/G,V/L,favorite_count,retweet_count,followers_count,friends_count,listed_count,statuses_count,favourites_count
curious vaccin side effect got johnson amp johnson singl dose sunday flulik side effect hit hard sunday night last monday night honest hour worth peac mind move forward,T,V,16,1,3151,1094,36,15592,10430
pfizer pretti bad side effect ive also covid id take vaccin day week,T,V,3,0,1052,2815,1,14363,37653
watch professor lectur come fever show side effect vaccin,S,V,1,0,515,1571,3,10881,8112
jab moderna come intens fatigu hit midday take hour leav doc say itll last week that doabl wish id known expect bit,S,V,0,0,216,1837,5,4085,13335
plan knock vaccin side effect day,S,V,2,0,348,1968,4,7823,33855
dont understand got vaccin sever side effect shot never think covid although suspect realli caught would end hospit,S,V,0,0,153,397,0,4091,19390
side effect vaccin effect immun system recogn build immun covid spike protein grate chill sore arm,G,V,2,0,94,296,2,956,687
receiv trial johnson amp johnson vaccin last year know placebo nope zero side effect stronger reaction flu shot get chanc take new orlean basic anyon want one get today,T,L,7,0,10543,1795,520,4497,10516
know vaccin intens call work side effect never call work still glad got vaccin though regret,G,V,1,0,275,245,11,22110,672
vaccin side effect hit hard rude pleas send pictur pet prehistor babi lay slowli go extinct,J,V,50,0,2519,995,22,17819,74831
worri get sick vaccin got first pfizer dose side effect see second dose goe,N,L,0,0,210,390,0,2730,3445
vaccin realli came got hit w side effect late last night,S,V,2,0,61,144,0,554,1555
got first vaccin mani side effect fatigu amp headach amp second one schedul nervous get side effect,N,L,0,0,409,647,4,30438,25216
bad run w covid spent day hospit dose kick butt told covid vaccin present bad side effect shot wife shot problem crap shoot good lu,S,V,1,0,426,914,5,8726,27055
side effect vaccin make feel sickest ever even imagin actual virus like,S,V,13,0,4699,496,5,41611,160761
go hour first vaccin side effect sore arm bare next vaccin april say higher side effect see follow protocol first vaccin,N,L,0,0,10,28,0,591,31
realli got side effect got vaccin least allerg reaction,G,V,3,0,965,217,3,16052,15126
one second shot april side effect first vaccin tech said month plus week fulli effect would love knock,J,L,1,0,15191,3003,130,917,17858
new mrna process might get side effect dose actual virus vaccin side effect last long,T,L,7,2,3450,3615,1,163331,110711
anyon interest go hour sinc receiv johnson amp johnson covid vaccin zero side effect expect sore inject spot that said go handinhand vaccin case either,T,L,19,0,502,973,10,44366,99271
yes san antonio nephew took march got pfizer vaccin second schedul march side effect made sleepi sore arm,G,L,1,0,508,1708,20,13822,1681
hour ago got dose pfizer vaccin side effect except also,G,L,4,0,572,608,33,4166,2956
jj vaccin isnt walk park side effect joke hrs receiv dose chillsshiv night bodi temp drop headach ach muscl everywher feel weak letharg etc someth awar covidvaccin,S,V,1,0,431,461,3,894,1194
vaccin updat side effect most gone except sore shoulder feel much better sleep,G,L,6,0,623,676,17,22115,30028
feel bit sluggish though arm quit sore definit feel side effect glad vaccin work,G,V,1,0,623,676,17,22115,30028
moderna get sick hard side effect sore arm worst shingl vaccin side effect wors moderna,G,L,2,0,456,1831,2,6072,12826
know two peopl side effect felt pretti sick half day dont regret get vaccin yr old father law didnt side effect,G,V,1,0,2097,2255,5,21416,68352
threw drink water two day ago didnt side effect covid vaccin dose,J,L,2,0,465,321,4,20333,58651
freedom id rather mild side effect vaccin instead hospit dead covid cant stay lock insid anoth year,T,L,1,0,1244,2383,11,6782,3768
mention yo father side effect postvaccin sore spot arm day covid novemb horribl amp still get thru longterm effect march,T,L,1,0,5197,5642,4,101278,249372
know mani amp vaccin amp vast major side effect except arm sore inject minor side effect fatigu chill know middl age adult,T,L,75,5,7447,2188,24,79836,278300
realli normal vaccin less side effect shingl prevnar vaccin fine,T,L,2,0,11211,11306,11,53331,57542
got johnson amp johnson vaccin kaarina much like flu shot slight sore arm vaccin that bad ive heard younger peopl stronger immun system may,T,L,2,0,2727,2806,2,30345,206917
pharmacist said ppl side effect johnson amp johnson vaccin amp ofc,S,V,1,0,734,712,24,489,10524
real researchnot facebook take vaccin choic took jampj vaccin base older proven technolog one shot done lower side effect,T,L,1,0,156,141,10,21077,4827
vaccin yesterday side effect flu shot,T,L,1,0,156,141,10,21077,4827
vaccin pro tip work vaccin still feel side effect trainer minut,T,V,1,0,1190,1775,8,18857,64086
head vocal studio first time year excit push vaccin side effect determin,J,V,3,0,1190,1775,8,18857,64086
jampj vaccin side effect includ exhaust sudden dip energi constip nausea fog brain cold sweat bodi heat surg pain amp swell site inject muscl pain moon due week may exacerb,S,V,1,0,2052,1502,41,3919,8748
one anoth go receiv first pfizer vaccin capabl team member jefferson health side effect sore arm serious fatigu grate question answer health nexus,G,V,12,4,5086,3451,59,12145,17366
also receiv shot pfizer vaccin yesterday dsw process quick effici bare side effect sore arm back three week anoth dose vaccin,G,L,0,0,318,417,6,18778,825
johnson amp johnson vaccin side effect sore arm burn sensat inject site mild fever chill general fatigu super achey back day feel much better definit give day half recov though,S,V,5,0,746,730,3,3569,14442
mom diabet weak immun system side effect arm didnt get sore around inject site im amp got mine side effect except sore around inject day gone,G,L,3,0,2856,2786,3,13633,28580
woke pound migrain know vaccin side effect ugli cri day yesterday,S,V,9,0,397,171,0,1401,20049
got johnson amp johnson vaccin hour later side effect tire may though sore arm inject,G,L,0,0,112,255,0,3268,35633
wife come side effect vaccin bitchititus smartassatoesus short term mammari long term inflammatri mean gland etc etc etc im good higher acut sens awar,J,L,1,0,2887,2810,10,46184,66922
holi shit side effect vaccin hit hard morn werent kid call work crawl bed tylenol snack day fuckin ow,S,V,1,0,10,20,0,14,35
flu hot minut side effect vaccin joke,S,V,1,0,354,168,3,34677,43283
get vaccin paid time given side effect,S,V,2,0,975,1325,24,61750,27986
got vaccin shot saturday far havent experienc common side effect pain swell chill fever tired headach im good compani dr fauci vp kalama harri dolli parton vaccinessavel wearamask,J,L,2,0,1009,2231,16,2059,23536
side effect vaccin kick ass,S,V,0,0,281,334,0,1502,408
oh poor within hour flu type reaction last day follow extrem tired amp headach week still worth vaccin friend experienc similar doc said quit common si,T,V,1,0,9643,10116,6,16414,57199
dad open heart surgeri aorta replac etc receiv dose vaccin side effect except arm sore coupl day,G,L,1,0,2723,4949,1,37976,112657
pfizer vaccin side effect shot husband well side effect definit get vaccin consequ get covid horribl head surg case bc dumb evil promot mask,T,L,0,0,788,929,27,86401,37890
side effect said vaccin teach cell combat covid pfizer januari fine second one gave fatigu sore joint bit nausea next morn,T,V,3,0,2199,2325,1,11676,8909
hour vaccin your suppos get side effect sore shoulder,G,L,0,0,199,217,4,31652,5720
pfizer vaccin second shot side effect muscl ach began hour shot dealt advil werent bed time fever noth kinda disappoint honest could use rampr get vaccin,J,L,1,0,188,735,1,15603,32609
die vaccin pfizer shot side effect pleas post link inform die vaccin,T,L,0,0,53,115,2,4103,2584
older less like feel side effect vaccin parent under health condit fine mom speak doctor,T,L,0,0,51,335,2,9017,34096
would work facil employe amp side effect wors employe screen daili wk week im still screen week vaccin hr effect,T,V,3,0,4813,5290,4,4972,23539
thank god side effect ive given vaccin moderna vaccin made sure go take tylenol vaccin definit work say,G,L,3,0,312,658,5,21755,21252
hope convinc worst case side effect vaccin pail comparison like consequ covid infect age peopl vaccin age side effect beyond sore arm,T,L,1,0,92,505,0,2048,7098
take vaccin see side effect imma cri,S,V,0,0,456,299,1,2069,10920
got second pfizer vaccin yesterday absolut side effect whatsoev even sore arm,G,L,0,0,138,435,0,4144,14052
everyon els get sick vaccin your wait side effect xd,J,L,0,0,41,49,1,1240,782
around moderna vaccin shot far side effect even sore arm felt like get headach earlier went away chug water,G,L,2,0,710,962,11,34501,24429
spent day fever chill nausea amp terribl headach thank second vaccin complain grate fulli vaccin side effect go get,G,V,0,0,3644,3833,37,4312,3658
receiv moderna vaccin two day ago side effect thus far speak understand duck qwack,J,L,1,0,3,49,0,188,10636
thing want sleep vaccin side effect bodi throw one slowmov reflux gas bubbl make worri may actual die heart attack fun lie prop wait resolv,S,V,0,0,581,1732,54,31265,11154
took nice break social media great went golf friend sunday shot par cours camp pendleton got dose vaccin littl side effect slight headach second dose,G,L,1,0,81,155,0,372,132
dr say notic older patient fewer side effect vaccin amp felt fluish hour vaccin husband issu sore arm mom n,G,L,1,1,213,623,3,9508,13393
realiz weekend ankl piriformi back bother muchreal cuz rest work exercis take regular advil day due vaccin side effect ughhh catch,G,V,2,0,1752,1848,95,63812,42948
sweati slight sob less stamina headacheassum covid vaccin side effect sever covidfeel exact like use week ago,S,V,1,0,1752,1848,95,63812,42948
tylenol got side effect day worst day noth terribl bad though second day vaccin back,G,V,0,0,86,227,0,4663,8477
daughter yo school employe day flu like symptom pfizer yo male aunt yo health issu healthi immun minim side effect sore spot shot site moderna cant get covid fro,T,L,11,1,2344,4996,1,16257,24773
ive feel like trash vaccin side effect sinc saturday cat arent much take care continu check see ive die yet eat face,S,V,3,0,213,146,12,10021,10221
perhap mr reich someon delic health cant risk inject mom took vaccin side effect encourag healthi get vaccin need exempt medic fragil,S,V,0,0,1720,4997,10,36751,56220
dose vaccin today happi report side effect,G,L,7,1,5985,6556,143,45941,38627
first dose vaccin taken question though cough part side effect pass right work ive hack lung ever sinc wake along serious nausea side effect,S,V,4,0,3685,3687,133,112273,64906
yeah wasnt posit vaccin friday around noon didnt start feel bad till last night read take day get side effect,S,V,1,0,5728,2032,133,324233,272133
oh yay delay side effect vaccin fever amp ach like bitch,S,V,10,0,5728,2032,133,324233,272133
friday drove thru del mar fairground receiv second vaccin terribl diarrhea vomit lost beth wife zero side effect,S,V,2,0,55,394,1,5382,2504
second pfizer vaccin earlier week side effect,G,L,36,1,7640,7624,1,13989,16322
year old mother covid month ago got first moderna vaccin last week fine side effect,G,L,7,1,1206,3709,0,4995,14684
got covid vaccin today flu like side effect start kick hope gone tomorrow,S,V,4,0,46,160,0,1202,7459
vaccin side effect far arm pretti darn sore,S,V,4,0,283,732,1,4409,8578
im feel covid vaccin side effect glad side effect real thing idea much wors bodi would respond im glad dont get find,G,V,1,0,79,24,4,18229,17004
side effect vaccin hit quick make unpleas even know ill get better day ugh awesom day prior,S,V,3,0,866,852,5,12030,16608
incapacit two day due side effect vaccin shit joke,S,V,5,2,157,442,3,17953,9620
experienc side effect vaccin guess built differ,J,L,1,0,316,300,7,33810,56863
mari bruce told sore arm first dose vaccin side effect second dose week ago famili member also well final dose,T,L,0,0,212,31,2,1169,0
near month sinc got full dose pfizer vaccin get vaccin curious side effect,T,L,1,0,370,269,8,56431,26606
mother got vaccin twice side effect,G,L,0,0,2754,2648,52,290266,100022
tell mom covid much wors convinc famili member serious health condit btw vaccin last friday side effect noth tylenol littl rest handl,T,L,8,1,2070,2377,6,128729,148621
love got vaccin week ago although side effect hes excit dose,G,V,1,0,9354,9553,6,61847,131657
dad first vaccin week ago side effect,G,L,0,0,7276,7422,4,3702,5977
sister sick day well worth expect pfizer vaccin side effect moderna side effect matter mom one want take,T,V,1,0,378,493,2,9087,20583
hope help mom also got vaccin experienc side effect,T,L,1,0,4104,808,169,223482,87890
think might sideeffect vaccin that excus im stick dont know report though,J,V,2,0,649,852,3,19769,18436
neither wife kind reaction vaccin outsid slight sore arm older peopl immun system robust younger peopl thus less side effect one benefit get old,J,L,2,0,5131,5289,7,15754,112722
mom year old dose pfizer vaccin last week side effect mild fatigu first dose went away coupl day,G,L,1,0,1700,1981,3,1898,5592
mild flulik symptom day one moder flulik symptom arm pretti sore time side effect gone within day moderna vaccin,G,L,11,1,3028,3059,2,17158,19970
covid vaccin updat sore arm greater first dose side effect dose extra tire day dose long nap easili took care med need getvaccin moderna covidvaccin,G,L,7,0,391,407,8,2486,7347
got pfizer friday never sore arm side effect vaccin couldnt move shoulder hard sunday still hurt today whenev sneez,S,V,2,0,43,187,0,4109,265
one side effect vaccin feel unwel like bitch alway unwel tri,J,V,10,1,104,184,11,7069,19607
